employee_id,date,status
1019,2024-01-03,Absent
1019,2024-01-04,Absent
1019,2024-01-05,Absent
1019,2024-01-06,Work From Home
1019,2024-01-07,Present
1019,2024-01-08,Work From Home
1019,2024-01-09,Present
1019,2024-01-10,Absent
1020,2024-01-01,Work From Home
1020,2024-01-02,Present
1020,2024-01-03,Present
1020,2024-01-04,Work From Home
1020,2024-01-05,Present
1020,2024-01-06,Present
1020,2024-01-07,Work From Home
1020,2024-01-08,Absent
1020,2024-01-09,Work From Home
1020,2024-01-10,Absent
1021,2024-01-01,Absent
1021,2024-01-02,Present
1021,2024-01-03,Work From Home
1021,2024-01-04,Work From Home
1021,2024-01-05,Work From Home
1021,2024-01-06,Work From Home
1021,2024-01-07,Work From Home
1021,2024-01-08,Work From Home
1021,2024-01-09,Work From Home
1021,2024-01-10,Absent
1022,2024-01-01,Absent
1022,2024-01-02,Present
1022,2024-01-03,Absent
1022,2024-01-04,Present
1022,2024-01-05,Absent
1022,2024-01-06,Present
1022,2024-01-07,Absent
1022,2024-01-08,Present
1022,2024-01-09,Present
1022,2024-01-10,Absent
1023,2024-01-01,Work From Home
1023,2024-01-02,Absent
1023,2024-01-03,Present
1023,2024-01-04,Absent
1023,2024-01-05,Absent
1023,2024-01-06,Present
1023,2024-01-07,Absent
1023,2024-01-08,Work From Home
1023,2024-01-09,Work From Home
1023,2024-01-10,Work From Home
1024,2024-01-01,Absent
1024,2024-01-02,Present
1024,2024-01-03,Absent
1024,2024-01-04,Absent
1024,2024-01-05,Present
1024,2024-01-06,Work From Home
1024,2024-01-07,Absent
1024,2024-01-08,Absent
1024,2024-01-09,Present
1024,2024-01-10,Absent
1025,2024-01-01,Present
1025,2024-01-02,Work From Home
1025,2024-01-03,Work From Home
1025,2024-01-04,Work From Home
1025,2024-01-05,Absent
1025,2024-01-06,Present
1025,2024-01-07,Work From Home
1025,2024-01-08,Work From Home
1025,2024-01-09,Absent
1025,2024-01-10,Absent
1026,2024-01-01,Absent
1026,2024-01-02,Present
1026,2024-01-03,Present
1026,2024-01-04,Present
1026,2024-01-05,Absent
1026,2024-01-06,Present
1026,2024-01-07,Present
1026,2024-01-08,Absent
1026,2024-01-09,Work From Home
1026,2024-01-10,Absent
1027,2024-01-01,Present
1027,2024-01-02,Work From Home
1027,2024-01-03,Present
1027,2024-01-04,Absent
1027,2024-01-05,Absent
1027,2024-01-06,Absent
1027,2024-01-07,Work From Home
1027,2024-01-08,Present
1027,2024-01-09,Absent
1027,2024-01-10,Work From Home
1028,2024-01-01,Absent
1028,2024-01-02,Work From Home
1028,2024-01-03,Present
1028,2024-01-04,Absent
1028,2024-01-05,Present
1028,2024-01-06,Absent
1028,2024-01-07,Absent
1028,2024-01-08,Present
1028,2024-01-09,Absent
1028,2024-01-10,Absent
1029,2024-01-01,Absent
1029,2024-01-02,Present
1029,2024-01-03,Work From Home
1029,2024-01-04,Work From Home
1029,2024-01-05,Work From Home
1029,2024-01-06,Work From Home
1029,2024-01-07,Work From Home
1029,2024-01-08,Present
1029,2024-01-09,Work From Home
1029,2024-01-10,Work From Home
1030,2024-01-01,Work From Home
1030,2024-01-02,Work From Home
1030,2024-01-03,Absent
1030,2024-01-04,Absent
1030,2024-01-05,Absent
1030,2024-01-06,Absent
1030,2024-01-07,Work From Home
1030,2024-01-08,Work From Home
1030,2024-01-09,Absent
1030,2024-01-10,Present
1031,2024-01-01,Present
1031,2024-01-02,Present
1031,2024-01-03,Absent
1031,2024-01-04,Absent
1031,2024-01-05,Absent
1031,2024-01-06,Work From Home
1031,2024-01-07,Work From Home
1031,2024-01-08,Work From Home
1031,2024-01-09,Present
1031,2024-01-10,Present
1032,2024-01-01,Absent
1032,2024-01-02,Absent
1032,2024-01-03,Present
1032,2024-01-04,Absent
1032,2024-01-05,Present
1032,2024-01-06,Absent
1032,2024-01-07,Absent
1032,2024-01-08,Work From Home
1032,2024-01-09,Absent
1032,2024-01-10,Work From Home
1033,2024-01-01,Present
1033,2024-01-02,Present
1033,2024-01-03,Work From Home
1033,2024-01-04,Work From Home
1033,2024-01-05,Work From Home
1033,2024-01-06,Present
1033,2024-01-07,Present
1033,2024-01-08,Absent
1033,2024-01-09,Absent
1033,2024-01-10,Work From Home
1034,2024-01-01,Absent
1034,2024-01-02,Absent
1034,2024-01-03,Absent
1034,2024-01-04,Absent
1034,2024-01-05,Work From Home
1034,2024-01-06,Absent
1034,2024-01-07,Present
1034,2024-01-08,Work From Home
1034,2024-01-09,Work From Home
1034,2024-01-10,Absent
1035,2024-01-01,Work From Home
1035,2024-01-02,Present
1035,2024-01-03,Present
1035,2024-01-04,Absent
1035,2024-01-05,Absent
1035,2024-01-06,Present
1035,2024-01-07,Absent
1035,2024-01-08,Present
1035,2024-01-09,Absent
1035,2024-01-10,Absent
1036,2024-01-01,Work From Home
1036,2024-01-02,Work From Home
1036,2024-01-03,Absent
1036,2024-01-04,Absent
1036,2024-01-05,Absent
1036,2024-01-06,Present
1036,2024-01-07,Work From Home
1036,2024-01-08,Work From Home
1036,2024-01-09,Absent
1036,2024-01-10,Work From Home
1037,2024-01-01,Work From Home
1037,2024-01-02,Absent
1037,2024-01-03,Absent
1037,2024-01-04,Absent
1037,2024-01-05,Work From Home
1037,2024-01-06,Work From Home
1037,2024-01-07,Work From Home
1037,2024-01-08,Absent
1037,2024-01-09,Work From Home
1037,2024-01-10,Present
1038,2024-01-01,Work From Home
1038,2024-01-02,Work From Home
1038,2024-01-03,Present
1038,2024-01-04,Work From Home
1038,2024-01-05,Present
1038,2024-01-06,Present
1038,2024-01-07,Present
1038,2024-01-08,Work From Home
1038,2024-01-09,Absent
1038,2024-01-10,Present
1039,2024-01-01,Absent
1039,2024-01-02,Work From Home
1039,2024-01-03,Work From Home
1039,2024-01-04,Present
1039,2024-01-05,Absent
1039,2024-01-06,Absent
1039,2024-01-07,Present
1039,2024-01-08,Present
1039,2024-01-09,Absent
1039,2024-01-10,Work From Home
1040,2024-01-01,Present
1040,2024-01-02,Present
1040,2024-01-03,Absent
1040,2024-01-04,Present
1040,2024-01-05,Present
1040,2024-01-06,Absent
1040,2024-01-07,Work From Home
1040,2024-01-08,Absent
1040,2024-01-09,Work From Home
1040,2024-01-10,Work From Home
1041,2024-01-01,Absent
1041,2024-01-02,Absent
1041,2024-01-03,Absent
1041,2024-01-04,Work From Home
1041,2024-01-05,Present
1041,2024-01-06,Work From Home
1041,2024-01-07,Present
1041,2024-01-08,Present
1041,2024-01-09,Present
1041,2024-01-10,Work From Home
1042,2024-01-01,Work From Home
1042,2024-01-02,Work From Home
1042,2024-01-03,Work From Home
1042,2024-01-04,Work From Home
1042,2024-01-05,Absent
1042,2024-01-06,Absent
1042,2024-01-07,Work From Home
1042,2024-01-08,Work From Home
1042,2024-01-09,Work From Home
1042,2024-01-10,Work From Home
1043,2024-01-01,Absent
1043,2024-01-02,Work From Home
1043,2024-01-03,Absent
1043,2024-01-04,Absent
1043,2024-01-05,Present
1043,2024-01-06,Work From Home
1043,2024-01-07,Present
1043,2024-01-08,Present
1043,2024-01-09,Absent
1043,2024-01-10,Present
1044,2024-01-01,Absent
1044,2024-01-02,Absent
1044,2024-01-03,Present
1044,2024-01-04,Absent
1044,2024-01-05,Absent
1044,2024-01-06,Work From Home
1044,2024-01-07,Absent
1044,2024-01-08,Absent
1044,2024-01-09,Work From Home
1044,2024-01-10,Present
1045,2024-01-01,Work From Home
1045,2024-01-02,Present
1045,2024-01-03,Present
1045,2024-01-04,Present
1045,2024-01-05,Present
1045,2024-01-06,Absent
1045,2024-01-07,Work From Home
1045,2024-01-08,Present
1045,2024-01-09,Work From Home
1045,2024-01-10,Present
1046,2024-01-01,Absent
1046,2024-01-02,Absent
1046,2024-01-03,Present
1046,2024-01-04,Work From Home
1046,2024-01-05,Work From Home
1046,2024-01-06,Work From Home
1046,2024-01-07,Absent
1046,2024-01-08,Absent
1046,2024-01-09,Work From Home
1046,2024-01-10,Absent
1047,2024-01-01,Work From Home
1047,2024-01-02,Work From Home
1047,2024-01-03,Present
1047,2024-01-04,Present
1047,2024-01-05,Work From Home
1047,2024-01-06,Absent
1047,2024-01-07,Present
1047,2024-01-08,Work From Home
1047,2024-01-09,Present
1047,2024-01-10,Work From Home
1048,2024-01-01,Absent
1048,2024-01-02,Work From Home
1048,2024-01-03,Work From Home
1048,2024-01-04,Work From Home
1048,2024-01-05,Present
1048,2024-01-06,Absent
1048,2024-01-07,Work From Home
1048,2024-01-08,Work From Home
1048,2024-01-09,Absent
1048,2024-01-10,Present
1049,2024-01-01,Work From Home
1049,2024-01-02,Present
1049,2024-01-03,Work From Home
1049,2024-01-04,Present
1049,2024-01-05,Absent
1049,2024-01-06,Present
1049,2024-01-07,Work From Home
1049,2024-01-08,Present
1049,2024-01-09,Work From Home
1049,2024-01-10,Absent
1050,2024-01-01,Present
1050,2024-01-02,Work From Home
1050,2024-01-03,Present
1050,2024-01-04,Work From Home
1050,2024-01-05,Work From Home
1050,2024-01-06,Absent
1050,2024-01-07,Work From Home
1050,2024-01-08,Absent
1050,2024-01-09,Present
1050,2024-01-10,Present
1051,2024-01-01,Work From Home
1051,2024-01-02,Work From Home
1051,2024-01-03,Work From Home
1051,2024-01-04,Absent
1051,2024-01-05,Present
1051,2024-01-06,Work From Home
1051,2024-01-07,Absent
1051,2024-01-08,Present
1051,2024-01-09,Present
1051,2024-01-10,Present
1052,2024-01-01,Work From Home
1052,2024-01-02,Present
1052,2024-01-03,Work From Home
1052,2024-01-04,Present
1052,2024-01-05,Absent
1052,2024-01-06,Work From Home
1052,2024-01-07,Present
1052,2024-01-08,Absent
1052,2024-01-09,Absent
1052,2024-01-10,Work From Home
1053,2024-01-01,Present
1053,2024-01-02,Work From Home
1053,2024-01-03,Present
1053,2024-01-04,Absent
1053,2024-01-05,Absent
1053,2024-01-06,Absent
1053,2024-01-07,Work From Home
1053,2024-01-08,Present
1053,2024-01-09,Work From Home
1053,2024-01-10,Present
1054,2024-01-01,Absent
1054,2024-01-02,Present
1054,2024-01-03,Absent
1054,2024-01-04,Absent
1054,2024-01-05,Present
1054,2024-01-06,Work From Home
1054,2024-01-07,Absent
1054,2024-01-08,Work From Home
1054,2024-01-09,Work From Home
1054,2024-01-10,Present
1055,2024-01-01,Present
1055,2024-01-02,Work From Home
1055,2024-01-03,Work From Home
1055,2024-01-04,Work From Home
1055,2024-01-05,Work From Home
1055,2024-01-06,Work From Home
1055,2024-01-07,Present
1055,2024-01-08,Present
1055,2024-01-09,Absent
1055,2024-01-10,Absent
1056,2024-01-01,Work From Home
1056,2024-01-02,Present
1056,2024-01-03,Present
1056,2024-01-04,Present
1056,2024-01-05,Work From Home
1056,2024-01-06,Work From Home
1056,2024-01-07,Work From Home
1056,2024-01-08,Present
1056,2024-01-09,Present
1056,2024-01-10,Present
1057,2024-01-01,Work From Home
1057,2024-01-02,Work From Home
1057,2024-01-03,Absent
1057,2024-01-04,Absent
1057,2024-01-05,Work From Home
1057,2024-01-06,Absent
1057,2024-01-07,Work From Home
1057,2024-01-08,Absent
1057,2024-01-09,Absent
1057,2024-01-10,Absent
1058,2024-01-01,Absent
1058,2024-01-02,Work From Home
1058,2024-01-03,Absent
1058,2024-01-04,Work From Home
1058,2024-01-05,Work From Home
1058,2024-01-06,Work From Home
1058,2024-01-07,Absent
1058,2024-01-08,Work From Home
1058,2024-01-09,Work From Home
1058,2024-01-10,Present
1059,2024-01-01,Present
1059,2024-01-02,Absent
1059,2024-01-03,Absent
1059,2024-01-04,Present
1059,2024-01-05,Work From Home
1059,2024-01-06,Absent
1059,2024-01-07,Absent
1059,2024-01-08,Work From Home
1059,2024-01-09,Work From Home
1059,2024-01-10,Present
1060,2024-01-01,Absent
1060,2024-01-02,Present
1060,2024-01-03,Present
1060,2024-01-04,Absent
1060,2024-01-05,Absent
1060,2024-01-06,Present
1060,2024-01-07,Work From Home
1060,2024-01-08,Work From Home
1060,2024-01-09,Present
1060,2024-01-10,Present
1061,2024-01-01,Present
1061,2024-01-02,Absent
1061,2024-01-03,Work From Home
1061,2024-01-04,Present
1061,2024-01-05,Absent
1061,2024-01-06,Absent
1061,2024-01-07,Present
1061,2024-01-08,Work From Home
1061,2024-01-09,Present
1061,2024-01-10,Absent
1062,2024-01-01,Absent
1062,2024-01-02,Work From Home
1062,2024-01-03,Work From Home
1062,2024-01-04,Work From Home
1062,2024-01-05,Work From Home
1062,2024-01-06,Present
1062,2024-01-07,Present
1062,2024-01-08,Present
1062,2024-01-09,Present
1062,2024-01-10,Present
1063,2024-01-01,Present
1063,2024-01-02,Present
1063,2024-01-03,Present
1063,2024-01-04,Present
1063,2024-01-05,Present
1063,2024-01-06,Present
1063,2024-01-07,Work From Home
1063,2024-01-08,Work From Home
1063,2024-01-09,Present
1063,2024-01-10,Work From Home
1064,2024-01-01,Absent
1064,2024-01-02,Present
1064,2024-01-03,Present
1064,2024-01-04,Work From Home
1064,2024-01-05,Absent
1064,2024-01-06,Absent
1064,2024-01-07,Present
1064,2024-01-08,Work From Home
1064,2024-01-09,Work From Home
1064,2024-01-10,Work From Home
1065,2024-01-01,Present
1065,2024-01-02,Present
1065,2024-01-03,Absent
1065,2024-01-04,Absent
1065,2024-01-05,Absent
1065,2024-01-06,Present
1065,2024-01-07,Present
1065,2024-01-08,Absent
1065,2024-01-09,Absent
1065,2024-01-10,Work From Home
1066,2024-01-01,Present
1066,2024-01-02,Present
1066,2024-01-03,Absent
1066,2024-01-04,Work From Home
1066,2024-01-05,Absent
1066,2024-01-06,Present
1066,2024-01-07,Absent
1066,2024-01-08,Work From Home
1066,2024-01-09,Absent
1066,2024-01-10,Present
1067,2024-01-01,Absent
1067,2024-01-02,Present
1067,2024-01-03,Absent
1067,2024-01-04,Work From Home
1067,2024-01-05,Absent
1067,2024-01-06,Absent
1067,2024-01-07,Work From Home
1067,2024-01-08,Present
1067,2024-01-09,Absent
1067,2024-01-10,Absent
1068,2024-01-01,Present
1068,2024-01-02,Absent
1068,2024-01-03,Present
1068,2024-01-04,Absent
1068,2024-01-05,Present
1068,2024-01-06,Present
1068,2024-01-07,Work From Home
1068,2024-01-08,Present
1068,2024-01-09,Work From Home
1068,2024-01-10,Present
1069,2024-01-01,Absent
1069,2024-01-02,Work From Home
1069,2024-01-03,Present
1069,2024-01-04,Present
1069,2024-01-05,Absent
1069,2024-01-06,Absent
1069,2024-01-07,Absent
1069,2024-01-08,Present
1069,2024-01-09,Work From Home
1069,2024-01-10,Present
1070,2024-01-01,Absent
1070,2024-01-02,Work From Home
1070,2024-01-03,Absent
1070,2024-01-04,Present
1070,2024-01-05,Present
1070,2024-01-06,Absent
1070,2024-01-07,Work From Home
1070,2024-01-08,Work From Home
1070,2024-01-09,Work From Home
1070,2024-01-10,Work From Home
1071,2024-01-01,Work From Home
1071,2024-01-02,Absent
1071,2024-01-03,Work From Home
1071,2024-01-04,Work From Home
1071,2024-01-05,Work From Home
1071,2024-01-06,Absent
1071,2024-01-07,Present
1071,2024-01-08,Present
1071,2024-01-09,Present
1071,2024-01-10,Work From Home
1072,2024-01-01,Work From Home
1072,2024-01-02,Work From Home
1072,2024-01-03,Work From Home
1072,2024-01-04,Work From Home
1072,2024-01-05,Work From Home
1072,2024-01-06,Present
1072,2024-01-07,Present
1072,2024-01-08,Work From Home
1072,2024-01-09,Work From Home
1072,2024-01-10,Present
1073,2024-01-01,Work From Home
1073,2024-01-02,Present
1073,2024-01-03,Present
1073,2024-01-04,Absent
1073,2024-01-05,Absent
1073,2024-01-06,Absent
1073,2024-01-07,Absent
1073,2024-01-08,Present
1073,2024-01-09,Work From Home
1073,2024-01-10,Absent
1074,2024-01-01,Absent
1074,2024-01-02,Work From Home
1074,2024-01-03,Work From Home
1074,2024-01-04,Absent
1074,2024-01-05,Absent
1074,2024-01-06,Work From Home
1074,2024-01-07,Absent
1074,2024-01-08,Present
1074,2024-01-09,Present
1074,2024-01-10,Work From Home
1075,2024-01-01,Present
1075,2024-01-02,Work From Home
1075,2024-01-03,Absent
1075,2024-01-04,Work From Home
1075,2024-01-05,Work From Home
1075,2024-01-06,Present
1075,2024-01-07,Work From Home
1075,2024-01-08,Absent
1075,2024-01-09,Present
1075,2024-01-10,Work From Home
1076,2024-01-01,Present
1076,2024-01-02,Work From Home
1076,2024-01-03,Absent
1076,2024-01-04,Absent
1076,2024-01-05,Absent
1076,2024-01-06,Work From Home
1076,2024-01-07,Absent
1076,2024-01-08,Work From Home
1076,2024-01-09,Work From Home
1076,2024-01-10,Present
1077,2024-01-01,Present
1077,2024-01-02,Work From Home
1077,2024-01-03,Present
1077,2024-01-04,Absent
1077,2024-01-05,Present
1077,2024-01-06,Present
1077,2024-01-07,Present
1077,2024-01-08,Absent
1077,2024-01-09,Present
1077,2024-01-10,Present
1078,2024-01-01,Absent
1078,2024-01-02,Absent
1078,2024-01-03,Work From Home
1078,2024-01-04,Work From Home
1078,2024-01-05,Present
1078,2024-01-06,Absent
1078,2024-01-07,Absent
1078,2024-01-08,Present
1078,2024-01-09,Work From Home
1078,2024-01-10,Absent
1079,2024-01-01,Work From Home
1079,2024-01-02,Absent
1079,2024-01-03,Present
1079,2024-01-04,Present
1079,2024-01-05,Present
1079,2024-01-06,Work From Home
1079,2024-01-07,Present
1079,2024-01-08,Work From Home
1079,2024-01-09,Work From Home
1079,2024-01-10,Work From Home
1080,2024-01-01,Work From Home
1080,2024-01-02,Absent
1080,2024-01-03,Present
1080,2024-01-04,Work From Home
1080,2024-01-05,Absent
1080,2024-01-06,Present
1080,2024-01-07,Work From Home
1080,2024-01-08,Present
1080,2024-01-09,Work From Home
1080,2024-01-10,Present
1081,2024-01-01,Work From Home
1081,2024-01-02,Present
1081,2024-01-03,Work From Home
1081,2024-01-04,Present
1081,2024-01-05,Absent
1081,2024-01-06,Absent
1081,2024-01-07,Absent
1081,2024-01-08,Absent
1081,2024-01-09,Work From Home
1081,2024-01-10,Work From Home
1082,2024-01-01,Work From Home
1082,2024-01-02,Absent
1082,2024-01-03,Present
1082,2024-01-04,Absent
1082,2024-01-05,Absent
1082,2024-01-06,Present
1082,2024-01-07,Absent
1082,2024-01-08,Work From Home
1082,2024-01-09,Present
1082,2024-01-10,Present
1083,2024-01-01,Present
1083,2024-01-02,Present
1083,2024-01-03,Absent
1083,2024-01-04,Present
1083,2024-01-05,Present
1083,2024-01-06,Present
1083,2024-01-07,Present
1083,2024-01-08,Absent
1083,2024-01-09,Work From Home
1083,2024-01-10,Present
1084,2024-01-01,Present
1084,2024-01-02,Work From Home
1084,2024-01-03,Absent
1084,2024-01-04,Present
1084,2024-01-05,Present
1084,2024-01-06,Absent
1084,2024-01-07,Work From Home
1084,2024-01-08,Present
1084,2024-01-09,Work From Home
1084,2024-01-10,Absent
1085,2024-01-01,Present
1085,2024-01-02,Work From Home
1085,2024-01-03,Absent
1085,2024-01-04,Absent
1085,2024-01-05,Work From Home
1085,2024-01-06,Present
1085,2024-01-07,Work From Home
1085,2024-01-08,Work From Home
1085,2024-01-09,Present
1085,2024-01-10,Present
1086,2024-01-01,Present
1086,2024-01-02,Absent
1086,2024-01-03,Absent
1086,2024-01-04,Present
1086,2024-01-05,Work From Home
1086,2024-01-06,Absent
1086,2024-01-07,Present
1086,2024-01-08,Work From Home
1086,2024-01-09,Absent
1086,2024-01-10,Present
1087,2024-01-01,Work From Home
1087,2024-01-02,Absent
1087,2024-01-03,Present
1087,2024-01-04,Present
1087,2024-01-05,Absent
1087,2024-01-06,Present
1087,2024-01-07,Absent
1087,2024-01-08,Work From Home
1087,2024-01-09,Work From Home
1087,2024-01-10,Present
1088,2024-01-01,Absent
1088,2024-01-02,Absent
1088,2024-01-03,Present
1088,2024-01-04,Absent
1088,2024-01-05,Work From Home
1088,2024-01-06,Work From Home
1088,2024-01-07,Present
1088,2024-01-08,Absent
1088,2024-01-09,Absent
1088,2024-01-10,Work From Home
1089,2024-01-01,Absent
1089,2024-01-02,Present
1089,2024-01-03,Work From Home
1089,2024-01-04,Work From Home
1089,2024-01-05,Work From Home
1089,2024-01-06,Present
1089,2024-01-07,Work From Home
1089,2024-01-08,Absent
1089,2024-01-09,Absent
1089,2024-01-10,Absent
1090,2024-01-01,Present
1090,2024-01-02,Work From Home
1090,2024-01-03,Present
1090,2024-01-04,Present
1090,2024-01-05,Absent
1090,2024-01-06,Present
1090,2024-01-07,Present
1090,2024-01-08,Absent
1090,2024-01-09,Absent
1090,2024-01-10,Absent
1091,2024-01-01,Present
1091,2024-01-02,Work From Home
1091,2024-01-03,Work From Home
1091,2024-01-04,Absent
1091,2024-01-05,Present
1091,2024-01-06,Absent
1091,2024-01-07,Present
1091,2024-01-08,Work From Home
1091,2024-01-09,Work From Home
1091,2024-01-10,Present
1092,2024-01-01,Absent
1092,2024-01-02,Work From Home
1092,2024-01-03,Work From Home
1092,2024-01-04,Work From Home
1092,2024-01-05,Present
1092,2024-01-06,Absent
1092,2024-01-07,Work From Home
1092,2024-01-08,Absent
1092,2024-01-09,Work From Home
1092,2024-01-10,Present
1093,2024-01-01,Present
1093,2024-01-02,Work From Home
1093,2024-01-03,Work From Home
1093,2024-01-04,Present
1093,2024-01-05,Absent
1093,2024-01-06,Absent
1093,2024-01-07,Present
1093,2024-01-08,Absent
1093,2024-01-09,Work From Home
1093,2024-01-10,Present
1094,2024-01-01,Present
1094,2024-01-02,Present
1094,2024-01-03,Absent
1094,2024-01-04,Present
1094,2024-01-05,Present
1094,2024-01-06,Absent
1094,2024-01-07,Present
1094,2024-01-08,Work From Home
1094,2024-01-09,Absent
1094,2024-01-10,Work From Home
1095,2024-01-01,Present
1095,2024-01-02,Present
1095,2024-01-03,Absent
1095,2024-01-04,Work From Home
1095,2024-01-05,Absent
1095,2024-01-06,Present
1095,2024-01-07,Present
1095,2024-01-08,Work From Home
1095,2024-01-09,Absent
1095,2024-01-10,Absent
1096,2024-01-01,Work From Home
1096,2024-01-02,Present
1096,2024-01-03,Work From Home
1096,2024-01-04,Present
1096,2024-01-05,Work From Home
1096,2024-01-06,Absent
1096,2024-01-07,Present
1096,2024-01-08,Work From Home
1096,2024-01-09,Absent
1096,2024-01-10,Work From Home
1097,2024-01-01,Work From Home
1097,2024-01-02,Present
1097,2024-01-03,Work From Home
1097,2024-01-04,Present
1097,2024-01-05,Work From Home
1097,2024-01-06,Present
1097,2024-01-07,Present
1097,2024-01-08,Work From Home
1097,2024-01-09,Present
1097,2024-01-10,Present
1098,2024-01-01,Work From Home
1098,2024-01-02,Work From Home
1098,2024-01-03,Present
1098,2024-01-04,Present
